placeID,Rcuisine
135059,Bar
135057,Bar
135069,Bar
132861,Burgers
135044,Chinese
135042,Chinese
135035,Italian
132626,Italian
135106,Mexican
132715,Mexican
132706,Mexican
135055,Mexican
135028,Mexican
132754,Mexican
132723,Mexican
132608,Mexican
135104,Mexican
135027,Mexican
132584,Mexican
132613,Mexican
132732,Mexican
132825,Mexican
132740,Mexican
132594,Mexican
135054,Seafood
135039,Seafood
135060,Seafood
135075,Seafood
132667,Armenian
135034,Japanese
132869,Pizzeria
132733,Pizzeria
132560,Regional
132572,Cafeteria
132609,Fast_Food
132717,Fast_Food
135074,Contemporary
132854,International
132955,Bar_Pub_Brewery
132866,Bakery
132866,Cafeteria
132870,Swiss
132870,Tapas
132870,Tea_House
132872,Mexican
132872,Lebanese
132872,Malaysian
132872,Mediterranean
132872,Latin_American
132872,Middle_Eastern
132875,Soup
132875,Thai
132875,Sushi
132875,Steaks
132875,Seafood
132875,Spanish
132875,Turkish
132875,Japanese
132875,Southern
132875,Vegetarian
132875,Vietnamese
132875,Southwestern
132885,Basque
132885,Brazilian
132885,Breakfast-Brunch
132921,Persian
132921,Mongolian
132921,Organic-Healthy
132922,Irish
132922,Cafeteria
132925,Kosher
132925,Lebanese
132925,Latin_American
134975,Basque
134975,British
134975,Burgers
134975,Burmese
134975,Canadian
134975,Brazilian
134975,Cafeteria
134975,Cambodian
134975,California
134975,Cajun-Creole
134975,Breakfast-Brunch
134975,Cafe-Coffee_Shop
134976,Juice
134976,Korean
134976,Kosher
134976,Mexican
134976,Jamaican
134976,Japanese
134976,Lebanese
134976,Malaysian
134976,Mongolian
134976,Mediterranean
134976,Latin_American
134976,Middle_Eastern
134983,Bar
134983,Vegetarian
134983,Vietnamese
134983,Bar_Pub_Brewery
132937,Polish
132937,Pizzeria
132937,Regional
134987,Eclectic
134987,Ethiopian
134987,Eastern_European
134992,Cuban
134992,Chilean
134992,Chinese
134992,Dim_Sum
134992,Caribbean
134992,Contemporary
134992,Deli-Sandwiches
134992,Dessert-Ice_Cream
134992,Continental-European
134996,Game
134996,Greek
134996,German
132951,Israeli
132951,Italian
132951,Jamaican
135000,Southern
135000,Southwestern
135000,Southeast_Asian
135001,Bar
135001,Asian
135001,Afghan
135001,Bagels
135001,Bakery
135001,African
135001,American
135001,Armenian
135001,Austrian
135001,Barbecue
135001,Australian
135001,Bar_Pub_Brewery
132954,Thai
132954,Tex-Mex
132954,Tibetan
132954,Turkish
132954,Tunisian
132954,Vegetarian
132954,Vietnamese
132954,Breakfast-Brunch
132958,Greek
132958,German
132958,Chinese
132958,Hawaiian
132958,Hot_Dogs
132958,Caribbean
132958,Hungarian
132958,California
132958,Indigenous
132958,Indonesian
132958,Contemporary
132958,International
132958,Deli-Sandwiches
132958,Indian-Pakistani
132958,Continental-European
135011,Moroccan
135011,North_African
135011,Organic-Healthy
135013,Irish
135013,Israeli
135013,Italian
135016,Thai
135016,Tex-Mex
135016,Tibetan
135018,Mexican
135018,Turkish
135018,Tunisian
135018,Vegetarian
135018,Vietnamese
135021,Diner
135021,Doughnuts
135021,Dutch-Belgian
135025,Irish
135025,Juice
135025,Korean
135025,Polish
135025,Japanese
135025,Pizzeria
135025,Hungarian
135025,Indigenous
135025,Indonesian
135025,Polynesian
135025,International
135025,Indian-Pakistani
135030,Cafeteria
135030,Cafe-Coffee_Shop
135032,Soup
135032,Sushi
135032,Swiss
135032,Tapas
135032,Steaks
135032,Seafood
135032,Spanish
135032,Tex-Mex
135032,Rcuisine
135032,Regional
135032,Romanian
135032,Southern
135032,Tea_House
135032,Portuguese
135032,Scandinavian
135032,Southwestern
135032,Southeast_Asian
135032,Russian-Ukrainian
135033,Diner
135033,Swiss
135033,Tapas
135033,Chinese
135033,Caribbean
135033,Tea_House
135033,California
135033,Contemporary
135033,Dutch-Belgian
135033,Deli-Sandwiches
135033,Dessert-Ice_Cream
135033,Continental-European
135038,Game
135038,Fusion
135038,German
135040,Diner
135040,Chinese
135040,Caribbean
135040,California
135040,Contemporary
135040,Dutch-Belgian
135040,Deli-Sandwiches
135040,Dessert-Ice_Cream
135040,Continental-European
135041,Bar
135041,Cafeteria
135043,Pizzeria
135043,Fast_Food
135045,Game
135045,Greek
135045,Fusion
135045,German
135045,Hawaiian
135045,Hot_Dogs
135045,Doughnuts
135045,Hungarian
135045,Indigenous
135045,Indonesian
135045,International
135045,Indian-Pakistani
135046,Game
135046,Diner
135046,Fusion
135046,Doughnuts
135046,Fast_Food
135046,Dutch-Belgian
135046,Dessert-Ice_Cream
135047,Diner
135047,Chinese
135047,Caribbean
135047,California
135047,Contemporary
135047,Dutch-Belgian
135047,Deli-Sandwiches
135047,Dessert-Ice_Cream
135047,Continental-European
135048,Bar
135048,Game
135048,Greek
135048,Fusion
135048,German
135048,Hawaiian
135049,Family
135049,Ethiopian
135049,Eastern_European
135050,Irish
135050,Juice
135050,Korean
135050,Kosher
135050,Israeli
135050,Italian
135050,Jamaican
135050,Japanese
135050,Indigenous
135050,Indonesian
135050,International
135050,Indian-Pakistani
135051,Diner
135051,Dim_Sum
135051,Tea_House
135052,Bar
135052,Bar_Pub_Brewery
135053,Game
135053,Cuban
135053,Diner
135053,Greek
135053,Family
135053,French
135053,Fusion
135053,German
135053,British
135053,Burgers
135053,Burmese
135053,Chilean
135053,Chinese
135053,Dim_Sum
135053,Canadian
135053,Eclectic
135053,Filipino
135053,Hawaiian
135053,Hot_Dogs
135053,Cafeteria
135053,Cambodian
135053,Caribbean
135053,Doughnuts
135053,Ethiopian
135053,Fast_Food
135053,Hungarian
135053,California
135053,Fine_Dining
135053,Cajun-Creole
135053,Contemporary
135053,Dutch-Belgian
135053,Deli-Sandwiches
135053,Cafe-Coffee_Shop
135053,Eastern_European
135053,Dessert-Ice_Cream
135053,Continental-European
135058,Soup
135058,Polish
135058,Seafood
135058,Regional
135058,Romanian
135058,Polynesian
135058,Portuguese
135058,Scandinavian
135058,Russian-Ukrainian
132755,Mexican
132755,Persian
132755,Moroccan
132755,Peruvian
132755,Malaysian
132755,Mongolian
132755,Pacific_Rim
132755,Mediterranean
132755,North_African
132755,Middle_Eastern
132755,Organic-Healthy
132755,Pacific_Northwest
135062,Juice
135062,Korean
135062,Japanese
135063,Diner
135063,Dim_Sum
135063,Doughnuts
135064,Greek
135064,Irish
135064,Hawaiian
135064,Hot_Dogs
135064,Hungarian
135064,Indigenous
135064,Indonesian
135064,International
135064,Indian-Pakistani
135065,Game
135065,Diner
135065,Greek
135065,Swiss
135065,Tapas
135065,Fusion
135065,German
135065,Dim_Sum
135065,Hawaiian
135065,Hot_Dogs
135065,Doughnuts
135065,Tea_House
135066,Persian
135066,Moroccan
135066,Peruvian
135066,Pizzeria
135066,Mongolian
135066,Pacific_Rim
135066,North_African
135066,Organic-Healthy
135066,Pacific_Northwest
132766,Persian
132766,Pacific_Rim
132766,Pacific_Northwest
135070,Polish
135070,Pizzeria
135070,Polynesian
132767,Polish
132767,Peruvian
132767,Pizzeria
132767,Rcuisine
132767,Regional
132767,Romanian
132767,Polynesian
132767,Portuguese
132767,Russian-Ukrainian
135071,Game
135071,Soup
135071,Greek
135071,Juice
135071,German
135071,Korean
135071,Polish
135071,Steaks
135071,Italian
135071,Mexican
135071,Persian
135071,Seafood
135071,Spanish
135071,Hot_Dogs
135071,Japanese
135071,Pizzeria
135071,Regional
135071,Southern
135071,Mongolian
135071,Southwestern
135071,International
135071,Mediterranean
135071,Latin_American
135071,Organic-Healthy
132768,Family
132768,French
132768,Fusion
132768,Filipino
132768,Fast_Food
132768,Fine_Dining
135072,Game
135072,Thai
135072,Diner
135072,Fusion
135072,Dim_Sum
135072,Tibetan
135072,Japanese
135072,Tunisian
135072,Doughnuts
135072,Tea_House
135073,Bar
135073,Bar_Pub_Brewery
135076,Bar
135076,Asian
135076,Afghan
135076,Bagels
135076,Bakery
135076,African
135076,American
135076,Armenian
135076,Austrian
135076,Barbecue
135076,Australian
135076,Bar_Pub_Brewery
132773,Sushi
132773,Swiss
132773,Tapas
132773,Steaks
132773,Spanish
132773,Tea_House
135079,Family
135079,French
135079,Filipino
135079,Ethiopian
135079,Fast_Food
135079,Fine_Dining
135080,Game
135080,Thai
135080,Diner
135080,Fusion
135080,Polish
135080,Dim_Sum
135080,Tibetan
135080,Pizzeria
135080,Tunisian
135080,Doughnuts
135080,Tea_House
135080,Polynesian
135081,Sushi
135081,Swiss
135081,Tapas
135081,Steaks
135081,Spanish
135081,Southern
135081,Tea_House
135081,Southwestern
135081,Southeast_Asian
135082,Thai
135082,Tibetan
135082,Tunisian
135085,Family
135085,Ethiopian
135085,Eastern_European
135086,Game
135086,Thai
135086,Diner
135086,Greek
135086,Fusion
135086,German
135086,Polish
135086,Dim_Sum